Timestamp,EpisodeId,AgentName,AgentType,WinResult,FinalHP,InitialHP,BattleDuration,TotalActions,AverageExecutionTime,EnemyAgentName,AttackAttempts,AttackSuccesses,DefenseAttempts,DefenseSuccesses,DodgeAttempts,DodgeSuccesses,AttackSuccessRate,DefenseSuccessRate,DodgeSuccessRate,CumulativeRounds,CumulativeWins,WinPercentage
2025-06-09 17:20:14,EP_20250609_172002_0069,수비형 AI,Unknown,0.0,0.0,100.0,11.26,463,0.09,공격형 AI,333,4,5,5,125,1,0.012,1.000,0.008,69,13,18.8
2025-06-09 17:20:59,EP_20250609_172016_0070,공격형 AI,Unknown,0.0,0.0,100.0,43.04,506,0.06,수비형 AI,295,5,3,3,208,2,0.017,1.000,0.010,70,42,60.0
2025-06-09 17:20:59,EP_20250609_172016_0070,수비형 AI,Unknown,0.0,0.0,100.0,43.04,668,0.09,공격형 AI,546,5,5,5,117,2,0.009,1.000,0.017,70,13,18.6
2025-06-09 17:21:13,EP_20250609_172102_0071,공격형 AI,Unknown,1.0,60.0,100.0,11.79,67,0.04,수비형 AI,67,5,0,0,0,0,0.075,0.000,0.000,71,43,60.6
2025-06-09 17:21:13,EP_20250609_172102_0071,수비형 AI,Unknown,0.0,0.0,100.0,11.79,495,0.09,공격형 AI,347,4,5,5,143,1,0.012,1.000,0.007,71,13,18.3
2025-06-09 17:21:27,EP_20250609_172116_0072,공격형 AI,Unknown,1.0,60.0,100.0,11.12,75,0.04,수비형 AI,75,5,0,0,0,0,0.067,0.000,0.000,72,44,61.1
2025-06-09 17:21:27,EP_20250609_172116_0072,수비형 AI,Unknown,0.0,0.0,100.0,11.12,480,0.09,공격형 AI,334,4,5,5,141,1,0.012,1.000,0.007,72,13,18.1
2025-06-09 17:22:05,EP_20250609_172130_0073,공격형 AI,Unknown,1.0,20.0,100.0,35.28,802,0.03,수비형 AI,271,10,338,7,193,4,0.037,0.021,0.021,73,45,61.6
2025-06-09 17:22:05,EP_20250609_172130_0073,수비형 AI,Unknown,0.0,0.0,100.0,35.28,1322,0.05,공격형 AI,1010,8,118,10,194,4,0.008,0.085,0.021,73,13,17.8
2025-06-09 17:22:20,EP_20250609_172207_0074,공격형 AI,Unknown,0.0,0.0,100.0,12.58,293,0.01,수비형 AI,112,5,2,2,179,1,0.045,1.000,0.006,74,45,60.8
2025-06-09 17:22:20,EP_20250609_172207_0074,수비형 AI,Unknown,1.0,20.0,100.0,12.58,442,0.10,공격형 AI,323,5,5,5,114,2,0.015,1.000,0.018,74,14,18.9
2025-06-09 17:23:22,EP_20250609_172222_0075,공격형 AI,Unknown,0.0,20.0,100.0,60.00,317,0.02,수비형 AI,103,6,213,2,1,1,0.058,0.009,1.000,75,45,60.0
2025-06-09 17:23:22,EP_20250609_172222_0075,수비형 AI,Unknown,0.0,20.0,100.0,60.00,628,0.06,공격형 AI,469,5,38,6,121,2,0.011,0.158,0.017,75,14,18.7
2025-06-09 17:23:36,EP_20250609_172325_0076,공격형 AI,Unknown,1.0,40.0,100.0,11.03,286,0.03,수비형 AI,101,5,1,1,184,1,0.050,1.000,0.005,76,46,60.5
2025-06-09 17:23:36,EP_20250609_172325_0076,수비형 AI,Unknown,0.0,0.0,100.0,11.03,474,0.09,공격형 AI,333,4,5,5,136,1,0.012,1.000,0.007,76,14,18.4
2025-06-09 17:23:50,EP_20250609_172338_0077,공격형 AI,Unknown,1.0,60.0,100.0,11.62,64,0.06,수비형 AI,64,5,0,0,0,0,0.078,0.000,0.000,77,47,61.0
2025-06-09 17:23:50,EP_20250609_172338_0077,수비형 AI,Unknown,0.0,0.0,100.0,11.62,479,0.09,공격형 AI,338,4,5,5,136,1,0.012,1.000,0.007,77,14,18.2
2025-06-09 17:24:04,EP_20250609_172353_0078,공격형 AI,Unknown,1.0,60.0,100.0,11.56,66,0.04,수비형 AI,66,5,0,0,0,0,0.076,0.000,0.000,78,48,61.5
2025-06-09 17:24:04,EP_20250609_172353_0078,수비형 AI,Unknown,0.0,0.0,100.0,11.56,497,0.08,공격형 AI,346,4,5,5,146,1,0.012,1.000,0.007,78,14,17.9
2025-06-09 17:24:51,EP_20250609_172407_0079,공격형 AI,Unknown,1.0,20.0,100.0,43.98,1137,0.03,수비형 AI,545,7,5,5,587,4,0.013,1.000,0.007,79,49,62.0
2025-06-09 17:24:51,EP_20250609_172407_0079,수비형 AI,Unknown,0.0,0.0,100.0,43.98,1156,0.09,공격형 AI,998,7,9,9,149,4,0.007,1.000,0.027,79,14,17.7
2025-06-09 17:25:17,EP_20250609_172453_0080,공격형 AI,Unknown,0.0,0.0,100.0,23.50,607,0.01,수비형 AI,283,9,60,6,264,3,0.032,0.100,0.011,80,49,61.3
2025-06-09 17:25:17,EP_20250609_172453_0080,수비형 AI,Unknown,1.0,20.0,100.0,23.50,698,0.07,공격형 AI,478,9,9,9,211,4,0.019,1.000,0.019,80,15,18.8
2025-06-09 17:25:31,EP_20250609_172519_0081,공격형 AI,Unknown,1.0,60.0,100.0,11.69,67,0.04,수비형 AI,67,5,0,0,0,0,0.075,0.000,0.000,81,50,61.7
2025-06-09 17:25:31,EP_20250609_172519_0081,수비형 AI,Unknown,0.0,0.0,100.0,11.69,495,0.09,공격형 AI,349,4,5,5,141,1,0.011,1.000,0.007,81,15,18.5
2025-06-09 17:25:45,EP_20250609_172533_0082,공격형 AI,Unknown,1.0,40.0,100.0,11.26,330,0.02,수비형 AI,116,5,213,1,1,1,0.043,0.005,1.000,82,51,62.2
2025-06-09 17:25:45,EP_20250609_172533_0082,수비형 AI,Unknown,0.0,0.0,100.0,11.26,497,0.09,공격형 AI,354,4,5,5,138,1,0.011,1.000,0.007,82,15,18.3
2025-06-09 17:26:15,EP_20250609_172547_0083,공격형 AI,Unknown,1.0,20.0,100.0,27.98,757,0.04,수비형 AI,500,7,231,4,26,3,0.014,0.017,0.115,83,52,62.7
2025-06-09 17:26:15,EP_20250609_172547_0083,수비형 AI,Unknown,0.0,0.0,100.0,27.98,723,0.10,공격형 AI,593,7,7,7,123,3,0.012,1.000,0.024,83,15,18.1
2025-06-09 17:26:33,EP_20250609_172618_0084,공격형 AI,Unknown,0.0,0.0,100.0,15.32,496,0.05,수비형 AI,281,6,214,2,1,1,0.021,0.009,1.000,84,52,61.9
2025-06-09 17:26:33,EP_20250609_172618_0084,수비형 AI,Unknown,1.0,20.0,100.0,15.32,439,0.10,공격형 AI,317,6,6,6,116,2,0.019,1.000,0.017,84,16,19.0
2025-06-09 17:26:59,EP_20250609_172635_0085,공격형 AI,Unknown,1.0,20.0,100.0,24.02,583,0.05,수비형 AI,379,6,202,2,2,2,0.016,0.010,1.000,85,53,62.4
2025-06-09 17:26:59,EP_20250609_172635_0085,수비형 AI,Unknown,0.0,0.0,100.0,24.02,721,0.08,공격형 AI,607,6,6,6,108,2,0.010,1.000,0.019,85,16,18.8
2025-06-09 17:27:18,EP_20250609_172702_0086,공격형 AI,Unknown,1.0,20.0,100.0,16.28,410,0.01,수비형 AI,204,6,204,3,2,2,0.029,0.015,1.000,86,54,62.8
2025-06-09 17:27:18,EP_20250609_172702_0086,수비형 AI,Unknown,0.0,0.0,100.0,16.28,426,0.09,공격형 AI,299,5,6,6,121,2,0.017,1.000,0.017,86,16,18.6
2025-06-09 17:27:32,EP_20250609_172721_0087,공격형 AI,Unknown,1.0,60.0,100.0,11.18,74,0.04,수비형 AI,74,5,0,0,0,0,0.068,0.000,0.000,87,55,63.2
2025-06-09 17:27:32,EP_20250609_172721_0087,수비형 AI,Unknown,0.0,0.0,100.0,11.18,479,0.10,공격형 AI,336,4,5,5,138,1,0.012,1.000,0.007,87,16,18.4
2025-06-09 17:28:30,EP_20250609_172734_0088,공격형 AI,Unknown,1.0,20.0,100.0,55.54,538,0.06,수비형 AI,354,5,3,3,181,2,0.014,1.000,0.011,88,56,63.6
2025-06-09 17:28:30,EP_20250609_172734_0088,수비형 AI,Unknown,0.0,0.0,100.0,55.54,725,0.09,공격형 AI,595,4,6,6,124,2,0.007,1.000,0.016,88,16,18.2
2025-06-09 17:29:32,EP_20250609_172832_0089,공격형 AI,Unknown,0.0,20.0,100.0,60.00,694,0.06,수비형 AI,387,5,207,4,100,2,0.013,0.019,0.020,89,56,62.9
2025-06-09 17:29:32,EP_20250609_172832_0089,수비형 AI,Unknown,0.0,20.0,100.0,60.00,986,0.07,공격형 AI,738,5,133,7,115,2,0.007,0.053,0.017,89,16,18.0
2025-06-09 17:29:46,EP_20250609_172935_0090,공격형 AI,Unknown,1.0,60.0,100.0,10.77,60,0.04,수비형 AI,60,5,0,0,0,0,0.083,0.000,0.000,90,57,63.3
2025-06-09 17:29:46,EP_20250609_172935_0090,수비형 AI,Unknown,0.0,0.0,100.0,10.77,507,0.08,공격형 AI,353,4,5,5,149,1,0.011,1.000,0.007,90,16,17.8
2025-06-09 17:30:03,EP_20250609_172948_0091,공격형 AI,Unknown,0.0,0.0,100.0,14.98,378,0.00,수비형 AI,171,5,3,3,204,1,0.029,1.000,0.005,91,57,62.6
2025-06-09 17:30:03,EP_20250609_172948_0091,수비형 AI,Unknown,1.0,20.0,100.0,14.98,507,0.08,공격형 AI,379,5,5,5,123,2,0.013,1.000,0.016,91,17,18.7
2025-06-09 17:31:06,EP_20250609_173006_0092,공격형 AI,Unknown,0.0,20.0,100.0,60.00,362,0.01,수비형 AI,157,4,3,3,202,1,0.025,1.000,0.005,92,57,62.0
2025-06-09 17:31:06,EP_20250609_173006_0092,수비형 AI,Unknown,0.0,20.0,100.0,60.00,550,0.09,공격형 AI,407,4,5,5,138,1,0.010,1.000,0.007,92,17,18.5
2025-06-09 17:31:20,EP_20250609_173108_0093,공격형 AI,Unknown,1.0,40.0,100.0,11.47,317,0.00,수비형 AI,106,5,1,1,210,1,0.047,1.000,0.005,93,58,62.4
2025-06-09 17:31:20,EP_20250609_173108_0093,수비형 AI,Unknown,0.0,0.0,100.0,11.47,448,0.09,공격형 AI,328,4,5,5,115,1,0.012,1.000,0.009,93,17,18.3
2025-06-09 17:31:33,EP_20250609_173122_0094,공격형 AI,Unknown,1.0,60.0,100.0,10.92,63,0.05,수비형 AI,63,5,0,0,0,0,0.079,0.000,0.000,94,59,62.8
2025-06-09 17:31:33,EP_20250609_173122_0094,수비형 AI,Unknown,0.0,0.0,100.0,10.92,500,0.10,공격형 AI,354,4,5,5,141,1,0.011,1.000,0.007,94,17,18.1
2025-06-09 17:31:54,EP_20250609_173136_0095,공격형 AI,Unknown,0.0,0.0,100.0,18.78,560,0.07,수비형 AI,349,6,209,3,2,2,0.017,0.014,1.000,95,59,62.1
2025-06-09 17:31:54,EP_20250609_173136_0095,수비형 AI,Unknown,0.0,0.0,100.0,18.78,816,0.08,공격형 AI,631,5,28,6,157,3,0.008,0.214,0.019,95,17,17.9
2025-06-09 17:32:09,EP_20250609_173157_0096,공격형 AI,Unknown,1.0,20.0,100.0,12.15,309,0.02,수비형 AI,101,5,207,2,1,1,0.050,0.010,1.000,96,60,62.5
2025-06-09 17:32:09,EP_20250609_173157_0096,수비형 AI,Unknown,0.0,0.0,100.0,12.15,431,0.09,공격형 AI,309,4,5,5,117,1,0.013,1.000,0.009,96,17,17.7
2025-06-09 17:32:28,EP_20250609_173212_0097,공격형 AI,Unknown,1.0,20.0,100.0,16.26,543,0.06,수비형 AI,331,5,210,3,2,2,0.015,0.014,1.000,97,61,62.9
2025-06-09 17:32:28,EP_20250609_173212_0097,수비형 AI,Unknown,0.0,0.0,100.0,16.26,716,0.08,공격형 AI,569,5,6,6,141,2,0.009,1.000,0.014,97,17,17.5
2025-06-09 17:33:30,EP_20250609_173230_0098,공격형 AI,Unknown,0.0,40.0,100.0,60.00,312,0.01,수비형 AI,107,4,2,2,203,1,0.037,1.000,0.005,98,61,62.2
2025-06-09 17:33:30,EP_20250609_173230_0098,수비형 AI,Unknown,0.0,20.0,100.0,60.00,534,0.08,공격형 AI,393,4,5,5,136,1,0.010,1.000,0.007,98,17,17.3
